"participant" "outcome" "rt" "affect"
"755" 5 -1 1.73920000000298 52
"756" 5 1 1.73630000000447 94
"757" 5 -2 1.70089999999851 41
"758" 5 2 2.2755 58
"759" 5 1 2.391 76
"760" 5 -1 2.29089999999851 60
"761" 5 2 2.05839999999851 75
"762" 5 2 1.6765 83
"763" 5 2 1.92 97
"764" 5 1 2.51819999999553 93
"765" 5 -1 1.94759999999404 62
"766" 5 -2 1.7405 42
"767" 5 2 1.8195 82
"768" 5 -2 1.857 82
"769" 5 -2 1.32430000000447 73
"770" 5 2 1.46689999999851 88
"771" 5 2 1.55080000000447 94
"772" 5 -1 1.49420000000298 84
"773" 5 -2 2.56470000000298 48
"774" 5 -2 2.10419999999553 32
"775" 5 1 1.81829999999702 38
"776" 5 1 1.60980000000447 40
"777" 5 -2 1.5795 30
"778" 5 -1 1.68829999999702 30
"779" 5 -1 2.02979999999702 29
"780" 5 1 1.68660000000149 36
"781" 5 -1 1.91929999999702 30
"782" 5 -1 2.65379999999702 25
